chainId	contractAddress	optionType	strikePrice	premium	underlyingAmount	expirationDate	contractExpiration	minimumMarginPercent	collateralDeposited	liquidationStatus	liquidationDate	liquidatorAddress	liquidationPayoutBuyer	liquidationPayoutLiquidator
chainId\tcontractAddress\toptionType\tstrikePrice\tpremium\tunderlyingAmount\texpirationDate\tcontractExpiration\tminimumMarginPercent\tcollateralDeposited\tliquidationStatus\tliquidationDate\tliquidatorAddress\tliquidationPayoutBuyer\tliquidationPayoutLiquidator

